RIAD_CODE	LEI	COUNTRY_OF_REGISTRATION	NAME	BOX	ADDRESS	POSTAL	CITY	CATEGORY	HEAD_COUNTRY_OF_REGISTRATION	HEAD_NAME	HEAD_RIAD_CODE	HEAD_LEI	REPORT
IT0000526512542	529900RUJPDP4ZW9WB21	IT	CASSA RAIFFEISEN WIPPTAL SOCIETA' COOPERATIVA (IN LINGUA TEDESCA RAIFFEISENKASSE WIPPTAL GENOSSENSCHAFT)		CITTA' NUOVA, 9	39049	VIPITENO-STERZING	Credit Institution					Euro Area BSI Statistics full (non-tail) reporter
IT0000409390507	5299001LDTJ8SIMBV818	IT	CASSA RAIFFEISEN PRATO-TUBRE SOCIETA' COOPERATIVA (IN LINGUA TEDESCA RAIFFEISENKASSE PRAD-TAUFERS GENOSSENSCHAFT)		VIA CROCE, 8	39026	PRATO ALLO STELVIO-PRAD AM STI	Credit Institution					Euro Area BSI Statistics full (non-tail) reporter
IT0000162899448	549300PKIBU2YUNTH225	IT	CASSA RURALE  VAL DI FIEMME - BANCA DI CREDITO COOPERATIVO - SOCIETA' COOPERATIVA		PIAZZA CESARE BATTISTI,  12	38033	CAVALESE	Credit Institution					Euro Area BSI Statistics full (non-tail) reporter
IT0000102756345	529900ARX9C44EDFQG43	IT	CASSA RURALE RENON SOCIETA' COOPERATIVA (IN LINGUA TEDESCA RAIFFEISENKASSE RITTEN GENOSSENSCHAFT)		VIA DEL PAESE, 7	39054	RENON-RITTEN	Credit Institution					Euro Area BSI Statistics full (non-tail) reporter
IT0000527850605	8156006BE70771197135	IT	BANCA DI CREDITO COOPERATIVO DELLA VALLE DEL TRIGNO - SOCIETA' COOPERATIVA		VIA DUCA DEGLI ABRUZZI, 103	66050	SAN SALVO	Credit Institution					Euro Area BSI Statistics full (non-tail) reporter
IT0000273649266	529900H5L58R4R8FE538	IT	CASSA RURALE DI SALORNO SOCIETA' COOPERATIVA (IN LINGUA TEDESCA RAIFFEISENKASSE SALURN GENOSSENSCHAFT)		VIA TRENTO, 7	39040	SALORNO SULLA STRADA DEL VINO - SALURN AN DER WEIN	Credit Institution					Euro Area BSI Statistics full (non-tail) reporter
IT0000598243679	815600A9CA782010F012	IT	CASSA RAIFFEISEN DI SAN MARTINO IN PASSIRIA SOCIETA' COOPERATIVA (RAIFFEISENKASSE ST. MARTIN IN PASSEIER GENOSSENSCHAFT)		VIA GIOVO, 7	39010	SAN MARTINO IN PASSIRIA-SANKT	Credit Institution					Euro Area BSI Statistics full (non-tail) reporter
IT0000643843738	815600DCFAAFA1726C37	IT	CASSA RAIFFEISEN ULTIMO - S. PANCRAZIO - LAUREGNO SOCIETA' COOPERATIVA (RAIFFEISENKASSE ULTEN-ST.PANKRAZ-LAUREIN GEN.)		VIA PRINCIPALE, 118	39016	ULTIMO-ULTEN	Credit Institution					Euro Area BSI Statistics full (non-tail) reporter
IT0000615339562	815600B2D418492C9810	IT	CASSA RAIFFEISEN VAL SARENTINO SOCIETA' COOPERATIVA (IN LINGUA TEDESCA RAIFFEISENKASSE SARNTAL GENOSSENSCHAFT)		PIAZZA DELLA CHIESA, 5	39058	SARENTINO-SARNTAL	Credit Institution					Euro Area BSI Statistics full (non-tail) reporter
IT0000167984807	8156008B44EE7E841919	IT	CASSA RAIFFEISEN DI SCENA SOCIETA' COOPERATIVA (IN LINGUA TEDESCA RAIFFEISENKASSE SCHENNA GENOSSENSCHAFT)		PIAZZA ARCIDUCA GIOVANNI, 2	39017	SCENA-SCHENNA	Credit Institution					Euro Area BSI Statistics full (non-tail) reporter
IT0000511477421	529900K5UBMZ5A7GOS30	IT	CASSA RAIFFEISEN VAL GARDENA SOCIETA' COOPERATIVA (RAIFFEISENKASSE GRODEN GENOSSENSCHAFT - CASSA RAIFFEISEN GHERDEINA)		VIA MEISULES, 211	39048	SELVA DI VAL GARDENA	Credit Institution					Euro Area BSI Statistics full (non-tail) reporter
IT0000593692238	529900JMVRUEEGJDU667	IT	CASSA RAIFFEISEN SILANDRO SOCIETA' COOPERATIVA (IN LINGUA TEDESCA RAIFFEISENKASSE SCHLANDERS GENOSSENSCHAFT)		VIA PRINCIPALE, 33	39028	SILANDRO-SCHLANDERS	Credit Institution					Euro Area BSI Statistics full (non-tail) reporter
IT0000643844312	8156001E691ACBF5D727	IT	CASSA RAIFFEISEN CAMPO DI TRENS SOCIETA' COOPERATIVA (IN LINGUA TEDESCA RAIFFEISENKASSE FREIENFELD GENOSSENSCHAFT)		PIAZZA MUNICIPIO, 3	39040	CAMPO DI TRENS-FREIENFELD	Credit Institution					Euro Area BSI Statistics full (non-tail) reporter
IT0000178477574	52990073ZBGESB1SYT94	IT	CASSA RAIFFEISEN OLTRADIGE SOCIETA' COOPERATIVA (IN LINGUA TEDESCA RAIFFEISENKASSE UBERETSCH GENOSSENSCHAFT)		PIAZZA MUNICIPIO, 13	39057	APPIANO SULLA STRADA DEL VINO-	Credit Institution					Euro Area BSI Statistics full (non-tail) reporter
IT0001149857572	815600E124FA09C12E37	IT	BANCA CENTRO CALABRIA - CREDITO COOPERATIVO - SOCIETA' COOPERATIVA		VIA FLAMINIA, 1	88050	CROPANI	Credit Institution					Euro Area BSI Statistics full (non-tail) reporter
IT0000250033445	5299000O4GKV3XL1S930	IT	CASSA RAIFFEISEN ETSCHTAL SOCIETA' COOPERATIVA (IN LINGUA TEDESCA RAIFFEISENKASSE ETSCHTAL GENOSSENSCHAFT)		PIAZZA DOTT. WEISER, 9	39018	TERLANO-TERLAN	Credit Institution					Euro Area BSI Statistics full (non-tail) reporter
IT0000643844984	81560086757D5A33B226	IT	CASSA RAIFFEISEN DI TESIMO SOCIETA' COOPERATIVA (IN LINGUA TEDESCA RAIFFEISENKASSE TISENS GENOSSENSCHAFT)		VIA TESIMO, 81	39010	TESIMO-TISENS	Credit Institution					Euro Area BSI Statistics full (non-tail) reporter
IT0000109124261	8156008A10714BD8A356	IT	CASSA RAIFFEISEN TIROLO SOCIETA' COOPERATIVA (IN LINGUA TEDESCA RAIFFEISENKASSE TIROL GENOSSENSCHAFT)		VIA PRINCIPALE, 31	39019	TIROLO-TIROL	Credit Institution					Euro Area BSI Statistics full (non-tail) reporter
IT0000207618881	549300FZTQNO0EOY4Y45	IT	CASSA RURALE VAL DI NON - ROTALIANA E GIOVO - BANCA DI CREDITO COOPERATIVO - SOCIETA' COOPERATIVA		VIA G. MARCONI, 58	38023	CLES	Credit Institution					Euro Area BSI Statistics full (non-tail) reporter
IT0000197569072	529900VXNZKW8QFXW097	IT	CASSA RAIFFEISEN TURES-AURINA SOCIETA' COOPERATIVA (IN LINGUA TEDESCA RAIFFEISENKASSE TAUFERER-AHRNTAL GENOSSENSCHAFT)		VIA VALLE AURINA, 20	39032	CAMPO TURES-SAND IN TAUFERS	Credit Institution					Euro Area BSI Statistics full (non-tail) reporter
IT0000564512227	529900YZM0WWAZMBXW89	IT	CASSA RAIFFEISEN DI VANDOIES SOCIETA' COOPERATIVA (IN LINGUA TEDESCA RAIFFEISENKASSE VINTL GENOSSENSCHAFT)		VIA JOSEF ANTON ZOLLER, 6	39030	VANDOIES-VINTL	Credit Institution					Euro Area BSI Statistics full (non-tail) reporter
IT0000559526917	529900HGCC5S5FGR5Z52	IT	CASSA RAIFFEISEN DI VILLABASSA SOCIETA' COOPERATIVA (IN LINGUA TEDESCA RAIFFEISENKASSE NIEDERDORF GENOSSENSCHAFT)		VIA HANS WASSERMANN, 4	39039	VILLABASSA-NIEDERDORF	Credit Institution					Euro Area BSI Statistics full (non-tail) reporter
IT0000207618963	54930034BCN4UKQP6G13	IT	BANCA PER IL TRENTINO ALTO ADIGE - BANK FÜR TRENTINO-SÜDTIROL - CREDITO COOPERATIVO ITALIANO SOCIETA' COOPERATIVA		VIA BELENZANI, 12	38122	TRENTO	Credit Institution					Euro Area BSI Statistics full (non-tail) reporter
IT0000389700000	5299005FLGWDF2878X45	IT	CASSA RAIFFEISEN DELLA VALLE ISARCO SOCIETA' COOPERATIVA ( IN LINGUA TEDESCA RAIFFEISENKASSE EISACKTAL GENOSSENSCHAFT)		VIA BASTIONI MAGGIORI, 12	39042	BRESSANONE-BRIXEN	Credit Institution					Euro Area BSI Statistics full (non-tail) reporter
IT0000643845485	5299009VRTVEID33F522	IT	VALPOLICELLA BENACO BANCA CREDITO COOPERATIVO (VERONA) SOCIETA' COOPERATIVA		VIA ALCIDE DE GASPERI, 11	37010	COSTERMANO SUL GARDA	Credit Institution					Euro Area BSI Statistics full (non-tail) reporter
IT0000140217453	529900SCODDYH4YVYA60	IT	BANCA VERONESE CREDITO COOPERATIVO DI CONCAMARISE SOCIETA' COOPERATIVA		VIA CAPITELLO, 36	37050	BOVOLONE	Credit Institution					Euro Area BSI Statistics full (non-tail) reporter
IT0001203616964	815600E0D5CF102FCB85	IT	BANCA CENTROPADANA CREDITO COOPERATIVO - SOCIETA' COOPERATIVA		CORSO ROMA, 100	26900	LODI	Credit Institution					Euro Area BSI Statistics full (non-tail) reporter
IT0000104747739	549300EJVW55HJ98V521	IT	BANCA DI CREDITO COOPERATIVO DI ROMA - SOCIETA' COOPERATIVA		VIA SARDEGNA, 129	00187	ROMA	Credit Institution					Euro Area BSI Statistics full (non-tail) reporter
IT0000428815736	549300NPPVK0H2XGQ639	IT	BANCA DI CREDITO COOPERATIVO BRIANZA E LAGHI - SOCIETA' COOPERATIVA		VIA IV NOVEMBRE,  549	22040	ALZATE BRIANZA	Credit Institution					Euro Area BSI Statistics full (non-tail) reporter
IT0000442867716	213800HEAE6H2M1Q3S97	IT	BANCA DEL PICENO CREDITO COOPERATIVO - SOCIETA' COOPERATIVA		VIA MARZIALE, 36	63075	ACQUAVIVA PICENA	Credit Institution					Euro Area BSI Statistics full (non-tail) reporter
IT0000146447691	815600CE8997AB730738	IT	BANCA DI CREDITO COOPERATIVO DI ALBEROBELLO, SAMMICHELE E MONOPOLI  - SOCIETA' COOPERATIVA		VIALE BARI, 10	70011	ALBEROBELLO	Credit Institution					Euro Area BSI Statistics full (non-tail) reporter
IT0000145615188	549300YHNUGLS407SF83	IT	CASSA PADANA BANCA DI CREDITO COOPERATIVO SOCIETA' COOPERATIVA		VIA GIUSEPPE GARIBALDI, 25	25024	LENO	Credit Institution					Euro Area BSI Statistics full (non-tail) reporter
IT0000643846130	815600F426FC5A48F641	IT	BANCA DI CREDITO COOPERATIVO DI ALTOFONTE E CACCAMO - SOCIETA' COOPERATIVA		PIAZZA FALCONE E BORSELLINO, 26	90030	ALTOFONTE	Credit Institution					Euro Area BSI Statistics full (non-tail) reporter
IT0000643846212	815600B13AD31D39D678	IT	BANCA DI CREDITO COOPERATIVO DI AQUARA SOCIETA' COOPERATIVA		VIA GARIBALDI, 3	84020	AQUARA	Credit Institution					Euro Area BSI Statistics full (non-tail) reporter
IT0000582220192	8156009A05D870E43030	IT	BANCA DI CREDITO COOPERATIVO DI ANAGNI SOCIETA' COOPERATIVA (IN BREVE BANCANAGNI CREDITO COOPERATIVO)		PIAZZA G.MARCONI, 17	03012	ANAGNI	Credit Institution					Euro Area BSI Statistics full (non-tail) reporter
IT0001338697847	549300QGFHQRB8SVPI60	IT	BANCA DI ANGHIARI E STIA - CREDITO COOPERATIVO - SOCIETA' COOPERATIVA		VIA MAZZINI, 17	52031	ANGHIARI	Credit Institution					Euro Area BSI Statistics full (non-tail) reporter
IT0000161337208	549300MB8JNPSH0NIZ61	IT	BANCA DI CREDITO COOPERATIVO DI AVETRANA - SOCIETA' COOPERATIVA		VIA ROMA, 109	74020	AVETRANA	Credit Institution					Euro Area BSI Statistics full (non-tail) reporter
IT0000171446274	5493005B0M5DJBZW1L20	IT	BANCA DI CREDITO COOPERATIVO PORDENONESE E MONSILE - SOCIETA' COOPERATIVA		VIA TRENTO, 1	33082	AZZANO DECIMO	Credit Institution					Euro Area BSI Statistics full (non-tail) reporter
IT0000175439195	213800E4QT6C67P9QR72	IT	BANCA DI PESCIA E CASCINA - CREDITO COOPERATIVO - SOCIETA' COOPERATIVA		VIA ALBERGHI, 26	51012	PESCIA	Credit Institution					Euro Area BSI Statistics full (non-tail) reporter
IT0000325654594	815600394B60C2D3BE77	IT	BANCA DI CREDITO COOPERATIVO DI ARBOREA - SOCIETA' COOPERATIVA		VIA PORCELLA, 6	09092	ARBOREA	Credit Institution					Euro Area BSI Statistics full (non-tail) reporter
IT0000643846620	81560021E7800490A761	IT	BCC CALABRIA NORD - CREDITO COOPERATIVO		PIAZZA GESU' MAESTRO N.1	87020	VERBICARO	Credit Institution					Euro Area BSI Statistics full (non-tail) reporter
IT0000101248324	8156009499D0A080FA62	IT	BANCA DI CREDITO COOPERATIVO DI BARLASSINA - SOCIETA' COOPERATIVA		VIA C. COLOMBO, 1/3	20030	BARLASSINA	Credit Institution					Euro Area BSI Statistics full (non-tail) reporter
IT0000739638038	815600359CB8809F3B57	IT	BCC CAMPANIA CENTRO - CASSA RURALE ED ARTIGIANA - SOCIETA' COOPERATIVA		PIAZZA A. DE CURTIS, 1-2	84091	BATTIPAGLIA	Credit Institution					Euro Area BSI Statistics full (non-tail) reporter
IT0000643847121	81560086FC6C00CB8127	IT	BANCA DI CREDITO COOPERATIVO DI BELLEGRA SOCIETA' COOPERATIVA		VIA ROMA, 37/39	00030	BELLEGRA	Credit Institution					Euro Area BSI Statistics full (non-tail) reporter
IT0000532290354	54930082Z2DPUUSYXO04	IT	BENE BANCA CREDITO COOPERATIVO DI BENE VAGIENNA (CUNEO) - SOCIETA' COOPERATIVA		PIAZZA BOTERO, 7	12041	BENE VAGIENNA	Credit Institution					Euro Area BSI Statistics full (non-tail) reporter
IT0000101248406	549300P123CGXBLT3M90	IT	CASSA RURALE ED ARTIGIANA DI BINASCO - CREDITO COOPERATIVO SOCIETA' COOPERATIVA		VIA TURATI, 2	20082	BINASCO	Credit Institution					Euro Area BSI Statistics full (non-tail) reporter
IT0000177163414	549300MZA4CBXT81MS60	IT	CASSA RURALE ED ARTIGIANA DI BORGO SAN GIACOMO (BRESCIA) - CREDITO COOPERATIVO - SOCIETA' COOPERATIVA		VIA PETROBELLI, 11	25022	BORGO SAN GIACOMO	Credit Institution					Euro Area BSI Statistics full (non-tail) reporter
IT0000643847539	529900A89KU7DB0XKP06	IT	CASSA RURALE ED ARTIGIANA DI BOVES - BANCA DI CREDITO COOPERATIVO (BOVES-CUNEO) - SOCIETA' COOPERATIVA		PIAZZA ITALIA, 44	12012	BOVES	Credit Institution					Euro Area BSI Statistics full (non-tail) reporter
IT0000536647513	81560058B09E00E6B614	IT	BANCA DELLE TERRE VENETE CREDITO COOPERATIVO ¿ SOCIETÀ COOPERATIVA		VIA SPADA, 2	31050	VEDELAGO	Credit Institution					Euro Area BSI Statistics full (non-tail) reporter
IT0000358669125	815600F340760D34C636	IT	BANCA DI CREDITO COOPERATIVO DI BUSTO GAROLFO E BUGUGGIATE -SOCIETA' COOPERATIVA		VIA MANZONI, 50	20020	BUSTO GAROLFO	Credit Institution					Euro Area BSI Statistics full (non-tail) reporter
IT0000100887308	213800Y98OCZVJIM5C04	IT	CASSA RURALE ED ARTIGIANA DI CANTU' BANCA DI CREDITO COOPERATIVO - SOCIETA' COOPERATIVA		CORSO UNITA' D'ITALIA, 11	22063	CANTU'	Credit Institution					Euro Area BSI Statistics full (non-tail) reporter
IT0000660334572	81560085243C7A22D013	IT	BANCA DI CREDITO COOPERATIVO DI CAPACCIO PAESTUM E SERINO- SOCIETA' COOPERATIVA		VIA MAGNA GRECIA, 345	84047	CAPACCIO PAESTUM	Credit Institution					Euro Area BSI Statistics full (non-tail) reporter
IT0000159413545	8156000591F6D1881913	IT	BANCA DI CREDITO COOPERATIVO ABRUZZESE - CAPPELLE SUL TAVO SOCIETA' COOPERATIVA		CORSO UMBERTO I, 78/80	65010	CAPPELLE SUL TAVO	Credit Institution					Euro Area BSI Statistics full (non-tail) reporter
IT0000643848376	815600A339665E59B196	IT	BANCA DI CREDITO COOPERATIVO DEL BASSO SEBINO - SOCIETA' COOPERATIVA		VIA CALEPIO, 8	25031	CAPRIOLO	Credit Institution					Euro Area BSI Statistics full (non-tail) reporter
IT0000322183157	549300TCEYVHTMWRRX34	IT	BANCA DI CARAGLIO, DEL CUNEESE E DELLA RIVIERA DEI FIORI - CREDITO COOPERATIVO - SOCIETA' COOPERATIVA		PIAZZA DELLA COOPERAZIONE, 1	12023	CARAGLIO	Credit Institution					Euro Area BSI Statistics full (non-tail) reporter
IT0000293147131	549300627QRYTW1KIZ12	IT	BANCA DI CREDITO COOPERATIVO CARATE BRIANZA E TREVIGLIO - SOCIETA' COOPERATIVA		VIA CUSANI, 6	20841	CARATE BRIANZA	Credit Institution					Euro Area BSI Statistics full (non-tail) reporter
IT0000119166240	815600F9BAA8F7A6E161	IT	BANCA DI CREDITO COOPERATIVO DI TERRA D'OTRANTO - SOCIETA' COOPERATIVA		VIA CESARE BATTISTI-ANG.VIA S.GIOVANNI	73041	CARMIANO	Credit Institution					Euro Area BSI Statistics full (non-tail) reporter
IT0000129818821	529900DYXMRV3VD4O825	IT	BANCA ALPI MARITTIME CREDITO COOPERATIVO CARRU' - SOCIETA' COOPERATIVA PER AZIONI		VIA STAZIONE, 10	12061	CARRU'	Credit Institution					Euro Area BSI Statistics full (non-tail) reporter
IT0000144756510	8156007B79F45EC4F227	IT	BANCA DI CREDITO COOPERATIVO DI VENEZIA, PADOVA E ROVIGO - BANCA ANNIA SOCIETA' COOPERATIVA		VIA ROMA, 15	35025	CARTURA	Credit Institution					Euro Area BSI Statistics full (non-tail) reporter
IT0000268753109	549300C6L67POGOTK470	IT	BANCA DI CREDITO COOPERATIVO DI MILANO - SOCIETA' COOPERATIVA		VIA DE GASPERI, 11	20061	CARUGATE	Credit Institution					Euro Area BSI Statistics full (non-tail) reporter
IT0000219180739	8156007809B0C5D5EC30	IT	CREDITO PADANO BANCA DI CREDITO COOPERATIVO - SOCIETA' COOPERATIVA		VIA DANTE 213	26100	CREMONA	Credit Institution					Euro Area BSI Statistics full (non-tail) reporter
IT0000441161504	213800HX3NN1E7FQEQ06	IT	BANCA DEI SIBILLINI-CREDITO COOPERATIVO DI CASAVECCHIA-SOCIETA' COOPERATIVA		VIA DANTE ALIGHIERI, 2	62036	PIEVE TORINA	Credit Institution					Euro Area BSI Statistics full (non-tail) reporter
IT0000104420510	8156005B55CF2C496C85	IT	CREDITO COOPERATIVO VALDARNO FIORENTINO BANCA DI CASCIA - SOCIETA' COOPERATIVA		VIA J.F. KENNEDY, 1	50066	REGGELLO	Credit Institution					Euro Area BSI Statistics full (non-tail) reporter
IT0000123671402	8156005F89D8A2777026	IT	BANCA DI CREDITO COOPERATIVO DI CASSANO DELLE MURGE E TOLVE - SOCIETA' COOPERATIVA		VIA BITETTO, 2	70020	CASSANO DELLE MURGE	Credit Institution					Euro Area BSI Statistics full (non-tail) reporter
IT0000544224238	815600185B3DB18DA514	IT	CASTAGNETO BANCA 1910 - CREDITO COOPERATIVO - S.C.		VIA V. EMANUELE, 44	57022	CASTAGNETO CARDUCCI	Credit Institution					Euro Area BSI Statistics full (non-tail) reporter
IT0000481804596	5493006DF3CJAPW64Z40	IT	BANCA DI CREDITO COOPERATIVO DELLA ROMAGNA OCCIDENTALE - SOCIETA' COOPERATIVA		PIAZZA FANTI, 17	48014	CASTEL BOLOGNESE	Credit Institution					Euro Area BSI Statistics full (non-tail) reporter
IT0000105944893	8156009F4602B5E67F66	IT	CASSA RURALE ED ARTIGIANA DI CASTELLANA GROTTE CREDITO COOPERATIVO - SOCIETA' COOPERATIVA		VIA ROMA	70013	CASTELLANA GROTTE	Credit Institution					Euro Area BSI Statistics full (non-tail) reporter
IT0000103421451	8156000D231E006B3783	IT	BCC FELSINEA - BANCA DI CREDITO COOPERATIVO DAL1902 - SOCIETA' COOPERATIVA		VIA CADUTI DI SABBIUNO, 3	40068	SAN LAZZARO DI SAVENA	Credit Institution					Euro Area BSI Statistics full (non-tail) reporter
IT0001243796949	815600060B0559175453	IT	BANCA DI CREDITO COOPERATIVO DI CASTIGLIONE MESSER RAIMONDO E PIANELLA - SOCIETA' COOPERATIVA A RESPONSABILITA' LIMITATA		VIALE UMBERTO 1'	64034	CASTIGLIONE MESSER RAIMONDO	Credit Institution					Euro Area BSI Statistics full (non-tail) reporter
IT0000440845319	5493002HFC6D3TA7KQ61	IT	BANCA DI CREDITO COOPERATIVO DI CHERASCO - SOCIETA' COOPERATIVA		VIA BRA, 15	12062	CHERASCO	Credit Institution					Euro Area BSI Statistics full (non-tail) reporter
IT0000104539671	213800AGKVL18YKQSV51	IT	BANCO MARCHIGIANO CREDITO COOPERATIVO		VIALE MATTEOTTI, 8	62012	CIVITANOVA MARCHE	Credit Institution					Euro Area BSI Statistics full (non-tail) reporter
IT0000249405537	815600F4DEAB2DB98487	IT	BANCA DI CREDITO COOPERATIVO DI CONVERSANO - SOCIETA' COOPERATIVA		VIA GIUSEPPE MAZZINI, 52	70014	CONVERSANO	Credit Institution					Euro Area BSI Statistics full (non-tail) reporter
IT0001117976504	815600508DD477037C23	IT	'BANCA CENTRO EMILIA - CREDITO COOPERATIVO' SOCIETA' COOPERATIVA		VIA STATALE, 39	44042	CENTO	Credit Institution					Euro Area BSI Statistics full (non-tail) reporter
IT0000102866722	549300R3XR02910GZ080	IT	CORTINABANCA - CREDITO COOPERATIVO - SOCIETÀ COOPERATIVA		CORSO ITALIA, 80	32043	CORTINA D'AMPEZZO	Credit Institution					Euro Area BSI Statistics full (non-tail) reporter
IT0001110446240	815600609F6B88892B88	IT	BANCA DI CREDITO COOPERATIVO DELL'OGLIO E DEL SERIO - SOCIETA' COOPERATIVA		VIA PAPA GIOVANNI XXIII, 51	24054	CALCIO	Credit Institution					Euro Area BSI Statistics full (non-tail) reporter
IT0000643849285	815600A08DEE8E5FEF34	IT	BANCA DELLA VALSASSINA CREDITO COOPERATIVO - SOCIETA' COOPERATIVA		VIA XXV APRILE, 16/18	23814	CREMENO	Credit Institution					Euro Area BSI Statistics full (non-tail) reporter
IT0000532290190	2138006RZQ2Q5WP2V343	IT	BANCA DI CREDITO COOPERATIVO DI FANO - SOCIETA' COOPERATIVA		VIA FLAMINIA, 346/348	61031	FANO	Credit Institution					Euro Area BSI Statistics full (non-tail) reporter
IT0000564659589	549300CUJUUF2CK3QK26	IT	BCC DI ALBA, LANGHE, ROERO E DEL CANAVESE S.C.		VIA CAVOUR, 4	12051	ALBA	Credit Institution					Euro Area BSI Statistics full (non-tail) reporter
IT0000643849939	81560046D2F4157A3552	IT	CREDITO COOPERATIVO CASSA RURALE ED ARTIGIANA DI ERCHIE - SOCIETA' COOPERATIVA		VIA ROMA, 89	72020	ERCHIE	Credit Institution					Euro Area BSI Statistics full (non-tail) reporter
IT0001234981239	549300IMLK876H8BDA38	IT	CREDITO COOPERATIVO RAVENNATE, FORLIVESE E IMOLESE SOCIETA' COOPERATIVA		PIAZZA DELLA LIBERTA', 14	48018	FAENZA	Credit Institution					Euro Area BSI Statistics full (non-tail) reporter
IT0000588649769	213800XNM6R7H7YDYM15	IT	BANCA DI FILOTTRANO - CREDITO COOPERATIVO DI FILOTTRANO E CAMERANO - SOCIETA' COOPERATIVA		PIAZZA GARIBALDI, 26	60024	FILOTTRANO	Credit Institution					Euro Area BSI Statistics full (non-tail) reporter
IT0000643850245	81560027A3FCB64DB096	IT	BANCA DI CREDITO COOPERATIVO DI FLUMERI - SOCIETA' COOPERATIVA		VIA OLIVIERI	83040	FLUMERI	Credit Institution					Euro Area BSI Statistics full (non-tail) reporter
IT0000458417568	8156004771C4C28EB022	IT	BANCA DI CREDITO COOPERATIVO DI GAUDIANO DI LAVELLO - SOCIETA' COOPERATIVA		VIA ROMA, 81/83	85024	LAVELLO	Credit Institution					Euro Area BSI Statistics full (non-tail) reporter
IT0000643850817	815600F7E20E33D4B595	IT	BANCA DI CREDITO COOPERATIVO DI GAMBATESA - SOCIETA' COOPERATIVA		VIA NAZIONALE APPULA, 29	86013	GAMBATESA	Credit Institution					Euro Area BSI Statistics full (non-tail) reporter
IT0000306184666	549300TIUY0WVROSRF36	IT	BANCA DI CREDITO COOPERATIVO AGROBRESCIANO - SOCIETA' COOPERATIVA		PIAZZA ROMA, 17	25016	GHEDI	Credit Institution					Euro Area BSI Statistics full (non-tail) reporter
IT0000303415987	529900ZYI15J69I7KK95	IT	BANCA DI CREDITO COOPERATIVO VALDOSTANA - COOPERATIVE DE CREDIT VALDOTAINE - SOCIETA' COOPERATIVA		VIA TAXEL, 26	11020	GRESSAN	Credit Institution					Euro Area BSI Statistics full (non-tail) reporter
IT0000320091029	549300R3JXX43J09PA39	IT	BVR BANCA VENETO CENTRALE  CREDITO COOPERATIVO ITALIANO - SOC. COOP.		VIA PONTE DI COSTOZZA, 12	36023	LONGARE	Credit Institution					Euro Area BSI Statistics full (non-tail) reporter
IT0000643851318	815600AD2A7F68612621	IT	BCC BASILICATA - CREDITO COOPERATIVO DI LAURENZANA E COMUNI LUCANI - SOCIETA' COOPERATIVA		VIA S.S. 92, 50	85014	LAURENZANA	Credit Institution					Euro Area BSI Statistics full (non-tail) reporter
IT0000643851562	8156002B686285A23661	IT	BANCA DI CREDITO COOPERATIVO VALLE DEL TORTO - SOCIETA' COOPERATIVA		PIAZZA DUOMO, 4	90025	LERCARA FRIDDI	Credit Institution					Euro Area BSI Statistics full (non-tail) reporter
IT0000643851644	815600E9E5FC140FBE91	IT	BANCA DI CREDITO COOPERATIVO DI LEVERANO - SOCIETA' COOPERATIVA		PIAZZA ROMA, 1	73045	LEVERANO	Credit Institution					Euro Area BSI Statistics full (non-tail) reporter
IT0000141149046	8156005D33AEADD74A22	IT	BANCA DI CREDITO COOPERATIVO DI CANOSA - LOCONIA - SOCIETA' COOPERATIVA		PIAZZA DELLA REPUBBLICA, 28	70053	CANOSA DI PUGLIA	Credit Institution					Euro Area BSI Statistics full (non-tail) reporter
IT0000288981209	815600E5D92770C58275	IT	BANCA DI CREDITO COOPERATIVO DI LOCOROTONDO CASSA RURALE E ARTIGIANA - SOCIETA' COOPERATIVA		PIAZZA MARCONI, 28	70010	LOCOROTONDO	Credit Institution					Euro Area BSI Statistics full (non-tail) reporter
IT0000643851808	815600F588D900701610	IT	BANCA DI CREDITO COOPERATIVO DI LEZZENO (COMO) - SOCIETA' COOPERATIVA A RESPONSABILITA' LIMITATA		VIA CHIESA	22025	LEZZENO	Credit Institution					Euro Area BSI Statistics full (non-tail) reporter
IT0000317158402	8156006E5A083C759043	IT	CREDITO COOPERATIVO - CASSA RURALE ED ARTIGIANA DEL FRIULI VENEZIA GIULIA (ABBREVIATO CASSA RURALE FVG) - SOCIETA' COOPERATIVA		VIA VISINI, 2 (ANG.VIA UDINE)	34070	GORIZIA	Credit Institution					Euro Area BSI Statistics full (non-tail) reporter
IT0000162756956	549300207BR8W5FCX367	IT	BANCA 360 CREDITO COOPERATIVO FVG  - SOCIETA' COOPERATIVA		PIAZZALE DUCA D¿AOSTA, 12	33170	PORDENONE	Credit Institution					Euro Area BSI Statistics full (non-tail) reporter
